Time,DevEUI,Raw,Port,Vbat,Version,BootCount,T,RH,P,Light,CO2,P[0].delta,P[0].total,P[1].delta,P[1].total,Act[7],Act[6],Act[5],Act[4],Act[3],Act[2],Act[1],Act[0]
2024-11-12T00:04:57Z,"0002cc0100000ecc","36545d5e29f93d540a15868b69000000000000000000752174a0feb6ffffffff",2,3.83,,10,21.52,54.46,,0.00,,0,0,0,0,,,,-1.00,-1.00,-0.84,0.29,0.32
2024-11-12T00:10:53Z,"0002cc0100000ecc","36545d5f8df93d4c0a15868b4b000000000000000000ffffffffffffffffff22",2,3.83,,10,21.52,54.41,,0.00,,0,0,0,0,,,,-0.89,-1.00,-1.00,-1.00,-1.00
2024-11-12T00:16:49Z,"0002cc0100000ecc","36545d60f1f93d4c0a15948b97000000000000000000ec6e7c1ee47ff4707cf2",2,3.83,,10,21.58,54.53,,0.00,,0,0,0,0,,,,0.62,-0.28,-0.07,0.51,-0.14
2024-11-12T00:22:45Z,"0002cc0100000ecc","36545d6255f93d400a15918b9d000000000000000000fef8ffbffc55fffffd1e",2,3.83,,10,21.56,54.54,,0.00,,0,0,0,0,,,,-0.64,-1.00,-0.54,-0.97,-0.87
2024-11-12T00:28:41Z,"0002cc0100000ecc","36545d63b9f93d4c0a15988ba800000000000000000054b0fe38fe9effffffff",2,3.83,,10,21.59,54.55,,0.00,,0,0,0,0,,,,-1.00,-1.00,-0.83,-0.78,0.02
2024-11-12T00:34:38Z,"0002cc0100000ecc","36545d651ef93d540a159f8b9400000000000000000076e2eeb17492ffa2ffa3ffff",2,3.83,,10,21.62,54.52,,0.00,,0,0,0,0,,,-1.00,-0.95,-0.95,0.29,-0.21,0.43
2024-11-12T00:40:33Z,"0002cc0100000ecc","36545d6681f93d4c0a159c8bd2000000000000000000ffffffffffffffffffff",2,3.83,,10,21.61,54.62,,0.00,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-12T00:46:29Z,"0002cc0100000ecc","36545d67e5f93d4c0a159f8be4000000000000000000ffffffffffffffffffff",2,3.83,,10,21.62,54.65,,0.00,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-12T00:52:26Z,"0002cc0100000ecc","36545d694ad93d400a15a28c44000000000000ffffffffffffffffffffffff",2,3.83,,10,21.63,54.79,,,,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-12T00:58:21Z,"0002cc0100000ecc","36545d6aadf93d540a159f8c7a000000000000000000ffffffffffffffffffff",2,3.83,,10,21.62,54.87,,0.00,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
