Time,DevEUI,Raw,Port,Vbat,Version,BootCount,T,RH,P,Light,CO2,P[0].delta,P[0].total,P[1].delta,P[1].total,Act[7],Act[6],Act[5],Act[4],Act[3],Act[2],Act[1],Act[0]
2024-11-15T00:04:58Z,"0002cc0100000ecc","36546152aaf93ca40a153b9379000000000000000000ffffffffffffffffffff",2,3.79,,10,21.23,57.61,,0.00,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T00:10:55Z,"0002cc0100000ecc","365461540ff93ca40a15369391000000000000000000ffffffffffffffffffffffff",2,3.79,,10,21.21,57.64,,0.00,,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T00:16:50Z,"0002cc0100000ecc","3654615572f93ca40a153693bf000000000000000000ffffffffffffffffffff",2,3.79,,10,21.21,57.71,,0.00,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T00:22:47Z,"0002cc0100000ecc","36546156d7f93ca40a15419461000000000000000000768e7d037c767e0f64c9fc97",2,3.79,,10,21.25,57.96,,0.00,,0,0,0,0,,,-0.57,0.07,0.76,0.56,0.63,0.41
2024-11-15T00:28:43Z,"0002cc0100000ecc","365461583bf93ca40a15419491392ed00000000000005dfbf611e76aec5e74dc",2,3.79,,10,21.25,58.03,,0.02,,0,0,0,0,,,,0.30,-0.14,-0.12,-0.38,0.05
2024-11-15T00:34:39Z,"0002cc0100000ecc","365461599ff93ca40a154193f40000000000000000007dae7d80ceb1ffffffffffff",2,3.79,,10,21.25,57.80,,0.00,,0,0,0,0,,,-1.00,-1.00,-1.00,-0.01,0.69,0.71
2024-11-15T00:40:35Z,"0002cc0100000ecc","3654615b03f93ca40a153693bf000000000000000000ffffffffffffffffffff",2,3.79,,10,21.21,57.71,,0.00,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T00:46:31Z,"0002cc0100000ecc","3654615c67f93ca40a153393ad000000000000000000ffffffffffffffffffffffff",2,3.79,,10,21.20,57.69,,0.00,,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T00:52:27Z,"0002cc0100000ecc","3654615dcbf93ca00a152c935c000000000000000000ffffffffffffffffffff",2,3.79,,10,21.17,57.56,,0.00,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T00:58:23Z,"0002cc0100000ecc","3654615f2ff93ca40a152492ba000000000000000000ffffffffffffffffffffffff",2,3.79,,10,21.14,57.32,,0.00,,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T01:04:19Z,"0002cc0100000ecc","3654616093d93ca40a151991ee000000000000ffffffffffffffffffff",2,3.79,,10,21.10,57.00,,,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T01:10:15Z,"0002cc0100000ecc","36546161f7f93ca00a151691a6000000000000000000ffffffffffffffffffff",2,3.79,,10,21.08,56.89,,0.00,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T01:16:11Z,"0002cc0100000ecc","365461635bf93ca00a15169157000000000000000000ffffffffffffffffffffffff",2,3.79,,10,21.08,56.77,,0.00,,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T01:22:07Z,"0002cc0100000ecc","36546164bff93ca00a151d91d2392ed0000000000000fffffffffffffc377e7e",2,3.79,,10,21.11,56.96,,0.02,,0,0,0,0,,,,0.81,-0.53,-1.00,-1.00,-1.00
2024-11-15T01:28:03Z,"0002cc0100000ecc","3654616623f93ca40a151d921100000000000000000074a0fe1a75bae5927eca",2,3.79,,10,21.11,57.06,,0.00,,0,0,0,0,,,,0.85,-0.09,0.36,-0.76,0.29
2024-11-15T01:33:59Z,"0002cc0100000ecc","3654616787f93ca40a15249203000000000000000000ffd3ffffffffffffffffff09",2,3.79,,10,21.14,57.04,,0.00,,0,0,0,0,,,-0.88,-1.00,-1.00,-1.00,-1.00,-0.98
2024-11-15T01:39:55Z,"0002cc0100000ecc","36546168ebf93ca00a153092fe000000000000000000ff34fc6f7cd27e57f50d",2,3.79,,10,21.18,57.42,,0.00,,0,0,0,0,,,,-0.32,0.79,0.60,-0.55,-0.90
2024-11-15T01:45:51Z,"0002cc0100000ecc","3654616a4ff93ca00a154192ae0000000000000000007ddd74ae7e177e5277d5",2,3.79,,10,21.25,57.30,,0.00,,0,0,0,0,,,,0.49,0.79,0.76,0.29,0.73
2024-11-15T01:51:47Z,"0002cc0100000ecc","3654616bb3f93c940a154196860000000000000000007c21f76b6d34ece9fe42cde5",2,3.79,,10,21.25,58.80,,0.00,,0,0,0,0,,,-0.01,-0.78,-0.15,0.16,-0.46,0.52
2024-11-15T01:57:44Z,"0002cc0100000ecc","3654616d18f93ca00a15499817000000000000000000e406ff9ffdc9fffeff71",2,3.79,,10,21.28,59.41,,0.00,,0,0,0,0,,,,-0.93,-1.00,-0.72,-0.95,-0.06
2024-11-15T02:03:40Z,"0002cc0100000ecc","3654616e7cf93ca00a155099aa000000000000000000ffe865297e037d1cfcc0",2,3.79,,10,21.31,60.03,,0.00,,0,0,0,0,,,,-0.59,0.64,0.75,0.08,-0.99
2024-11-15T02:09:36Z,"0002cc0100000ecc","3654616fe0f20205000015549bb3000000000000000000ffffffffffffffffffff",2,,2.5.0.0,,21.33,60.82,,0.00,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T02:15:32Z,"0002cc0100000ecc","3654617144f93ca00a15549cd442298f000000000000ffffffe2fff3fffffc3a",2,3.79,,10,21.33,61.26,,9.30,,0,0,0,0,,,,-0.53,-1.00,-0.99,-0.99,-1.00
2024-11-15T02:21:28Z,"0002cc0100000ecc","36546172a8f93ca00a15699f464326190000000000007d30f443ff9afffffefd",2,3.79,,10,21.41,62.22,,18.38,,0,0,0,0,,,,-0.87,-1.00,-0.95,-0.27,0.65
2024-11-15T02:27:24Z,"0002cc0100000ecc","365461740cf93ca00a15719eda43374a000000000000ffffffe4fcd7f416ffff",2,3.79,,10,21.44,62.05,,19.46,,0,0,0,0,,,,-1.00,-0.26,-0.60,-0.99,-1.00
2024-11-15T02:33:20Z,"0002cc0100000ecc","3654617570f93c980a15829b9c4340d3000000000000ffffffffeeffef97f68f",2,3.79,,10,21.51,60.79,,20.05,,0,0,0,0,,,,-0.41,-0.24,-0.22,-1.00,-1.00
2024-11-15T02:39:16Z,"0002cc0100000ecc","36546176d4f93ca00a15919e1143473e000000000000ffa3fc7bf6f1f6dcfce8ee20",2,3.79,,10,21.56,61.75,,20.45,,0,0,0,0,,,-0.19,-0.61,-0.43,-0.43,-0.56,-0.95
2024-11-15T02:45:12Z,"0002cc0100000ecc","3654617838f93ca00a15a29a55434be80000000000006e51f42bd61afd5afd7f",2,3.79,,10,21.63,60.29,,20.74,,0,0,0,0,,,,-0.69,-0.67,-0.02,-0.26,0.20
2024-11-15T02:51:09Z,"0002cc0100000ecc","365461799df93ca00a15aa99dc434ec3000000000000ffd3fd95ff9efd37d584ffff",2,3.79,,10,21.66,60.10,,20.92,,0,0,0,0,,,-1.00,-0.02,-0.65,-0.95,-0.70,-0.98
2024-11-15T02:57:04Z,"0002cc0100000ecc","3654617b00f93c980a15a793294350e6000000000000ffffffffffffffffffff",2,3.79,,10,21.65,57.49,,21.06,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T03:03:01Z,"0002cc0100000ecc","3654617c65f93ca00a15ad9071435391000000000000fe5df7baeeccf597f657",2,3.79,,10,21.68,56.42,,21.22,,0,0,0,0,,,,-0.40,-0.35,-0.21,-0.48,-0.80
2024-11-15T03:08:57Z,"0002cc0100000ecc","3654617dc9f93ca00a15b98f30435278000000000000ffffffffff82ff86ffff",2,3.79,,10,21.72,55.93,,21.15,,0,0,0,0,,,,-1.00,-0.94,-0.94,-1.00,-1.00
2024-11-15T03:14:53Z,"0002cc0100000ecc","3654617f2df93c980a15b98ec94356af000000000000ffffffffffffffffffffedc1",2,3.79,,10,21.72,55.78,,21.42,,0,0,0,0,,,-0.18,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T03:20:49Z,"0002cc0100000ecc","3654618091f93ca00a15c48f5d435ae2000000000000fe56f76bd50ce727fd69",2,3.79,,10,21.76,56.00,,21.68,,0,0,0,0,,,,-0.68,-0.11,-0.02,-0.46,-0.79
2024-11-15T03:26:45Z,"0002cc0100000ecc","36546181f5f93ca00a15bc8f62435a9e000000000000febbffefff7fffffff70",2,3.79,,10,21.73,56.01,,21.66,,0,0,0,0,,,,-0.93,-1.00,-0.94,-0.99,-0.84
2024-11-15T03:32:41Z,"0002cc0100000ecc","3654618359f93c980a15c18f72435d15000000000000ffffffeeffffffffffffffff",2,3.79,,10,21.75,56.03,,21.82,,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-0.99,-1.00
2024-11-15T03:38:37Z,"0002cc0100000ecc","36546184bdf93ca00a15c78f8f435e10000000000000ffffffffffffffffffff",2,3.79,,10,21.78,56.08,,21.88,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T03:44:33Z,"0002cc0100000ecc","3654618621f93ca00a15c78fa5435dbc000000000000ffffffffffffffffffffffff",2,3.79,,10,21.78,56.11,,21.86,,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T03:50:29Z,"0002cc0100000ecc","3654618785f93ca00a15cb8fe6435f29000000000000ffffffffffffffffffff",2,3.79,,10,21.79,56.21,,21.95,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T03:56:25Z,"0002cc0100000ecc","36546188e9f93c980a15cf9017435fe0000000000000ffffffffffffffffffff",2,3.79,,10,21.81,56.29,,21.99,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T04:02:21Z,"0002cc0100000ecc","3654618a4df93c980a15cf9001435f7d000000000000ffffffffffffffffffffffff",2,3.79,,10,21.81,56.25,,21.97,,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T04:08:17Z,"0002cc0100000ecc","3654618bb1f93c980a15d29068435dbc000000000000ffffffffffffffffffff",2,3.79,,10,21.82,56.41,,21.86,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-15T04:14:13Z,"0002cc0100000ecc","3654618d15f93c980a15d69082435f29000000000000ffffffffffffffffffff",2,3.79,,10,21.83,56.45,,21.95,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
