Time,DevEUI,Raw,Port,Vbat,Version,BootCount,T,RH,P,Light,CO2,P[0].delta,P[0].total,P[1].delta,P[1].total,Act[7],Act[6],Act[5],Act[4],Act[3],Act[2],Act[1],Act[0]
2024-11-10T00:01:38Z,"0002cc0100000edc","36545aba62f93fcb08156f8f36000000000000000000ffffffe6fd5cec5c7553",2,3.99,,8,21.43,55.94,,0.00,,0,0,0,0,,,,0.33,-0.14,-0.67,-0.99,-1.00
2024-11-10T00:07:34Z,"0002cc0100000edc","36545abbc6f93fc308157390b0000000000000000000fffffffffffffedafdf4fc59",2,3.98,,8,21.45,56.52,,0.00,,0,0,0,0,,,-0.54,-0.74,-0.86,-1.00,-1.00,-1.00
2024-11-10T00:13:30Z,"0002cc0100000edc","36545abd2af93fc308157790c2000000000000000000ff4cffffffffffffffff",2,3.98,,8,21.46,56.55,,0.00,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-0.91
2024-11-10T00:19:26Z,"0002cc0100000edc","36545abe8ef93fc308157790b9000000000000000000f67bffd5fffffffffd4cf5f7",2,3.98,,8,21.46,56.53,,0.00,,0,0,0,0,,,-0.37,-0.66,-1.00,-1.00,-0.98,-0.41
2024-11-10T00:25:22Z,"0002cc0100000edc","36545abff2f93fc308157e901700000000000000000054d2fc477cb6d4485614",2,3.98,,8,21.49,56.29,,0.00,,0,0,0,0,,,,0.02,-0.02,0.59,-0.53,0.02
2024-11-10T00:31:18Z,"0002cc0100000edc","36545ac156f93fb308157e90d4000000000000000000ffffffffecf5f51efda9",2,3.98,,8,21.49,56.57,,0.00,,0,0,0,0,,,,-0.71,-0.32,-0.15,-1.00,-1.00
2024-11-10T00:37:14Z,"0002cc0100000edc","36545ac2baf93fc308157e9095000000000000000000f5cb7c8df41eff49ffff",2,3.98,,8,21.49,56.48,,0.00,,0,0,0,0,,,,-1.00,-0.91,-0.26,0.57,-0.36
2024-11-10T00:43:11Z,"0002cc0100000edc","36545ac41ff93fb708155d8f9c000000000000000000f6b3fd83ffdbffffffffff9f",2,3.98,,8,21.36,56.10,,0.00,,0,0,0,0,,,-0.95,-1.00,-1.00,-0.98,-0.69,-0.42
2024-11-10T00:49:07Z,"0002cc0100000edc","36545ac583f93fc30815528edb000000000000000000ffeeffd0fffffffffffb",2,3.98,,8,21.32,55.80,,0.00,,0,0,0,0,,,,-1.00,-1.00,-1.00,-0.98,-0.99
2024-11-10T00:55:03Z,"0002cc0100000edc","36545ac6e7f93fc3081541901d000000000000000000ffffffffffffffffffff",2,3.98,,8,21.25,56.30,,0.00,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-10T01:00:59Z,"0002cc0100000edc","36545ac84bf93fc308153d9194000000000000000000ffffffffffffffffffff",2,3.98,,8,21.23,56.87,,0.00,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-10T01:06:55Z,"0002cc0100000edc","36545ac9aff93fb70815329037000000000000000000ffffffffffffffffffffffff",2,3.98,,8,21.19,56.33,,0.00,,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
