Time,DevEUI,Raw,Port,Vbat,Version,BootCount,T,RH,P,Light,CO2,P[0].delta,P[0].total,P[1].delta,P[1].total,Act[7],Act[6],Act[5],Act[4],Act[3],Act[2],Act[1],Act[0]
2024-11-11T00:05:17Z,"0002cc0100000ec0","36545c0cbdf93f0308159f90e9000000000000000000fffffc4577aaf724ffdd",2,3.94,,8,21.62,56.61,,0.00,,0,0,0,0,,,,-0.98,-0.45,0.48,-0.53,-1.00
2024-11-11T00:11:13Z,"0002cc0100000ec0","36545c0e21f93f0708159c90fe000000000000000000fffffffffffffffffffffce0",2,3.94,,8,21.61,56.64,,0.00,,0,0,0,0,,,-0.61,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-11T00:17:09Z,"0002cc0100000ec0","36545c0f85f93f030815a69ae8000000000000000000dd65748cef6065cb7777",2,3.94,,8,21.65,60.51,,0.00,,0,0,0,0,,,,0.47,0.09,-0.23,0.28,-0.04
2024-11-11T00:23:05Z,"0002cc0100000ec0","36545c10e9f93f030815b491b7000000000000000000fd31fe1bffc8eddede8affff",2,3.94,,8,21.70,56.92,,0.00,,0,0,0,0,,,-1.00,-0.05,-0.18,-0.97,-0.76,-0.65
2024-11-11T00:29:01Z,"0002cc0100000ec0","36545c124df93ef60815b491af000000000000000000ffffffffec125fc4fe31",2,3.93,,8,21.70,56.91,,0.00,,0,0,0,0,,,,-0.77,0.06,-0.13,-1.00,-1.00
2024-11-11T00:34:57Z,"0002cc0100000ec0","36545c13b1d93ef60815b9913a000000000000fffffcbbf78afe347451",2,3.93,,8,21.72,56.73,,,,0,0,0,0,,,,0.27,-0.78,-0.47,-0.59,-1.00
2024-11-11T00:40:53Z,"0002cc0100000ec0","36545c1515f93f030815c7904c000000000000000000d509767a75b1754f77c3e5a0",2,3.94,,8,21.78,56.37,,0.00,,0,0,0,0,,,-0.09,0.49,0.33,0.36,0.40,-0.02
2024-11-11T00:46:49Z,"0002cc0100000ec0","36545c1679f93f030815c790d100000000000000000065ce6c706eb7f76d7501",2,3.94,,8,21.78,56.57,,0.00,,0,0,0,0,,,,0.31,-0.46,0.21,0.14,0.09
2024-11-11T00:52:45Z,"0002cc0100000ec0","36545c17ddf93f0b0815c08fe1000000000000000000ffffffffffffffffffff",2,3.94,,8,21.75,56.20,,0.00,,0,0,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-11-11T00:58:41Z,"0002cc0100000ec0","36545c1941f20205000015b99007000000000000000000fec8fffffffffffffffffe8e",2,,2.5.0.0,,21.72,56.26,,0.00,,0,0,0,0,,,-0.82,-1.00,-1.00,-1.00,-1.00,-0.85
