Dataset,Time,Raw Score,Percent Score,Temperature,Light,Battery Voltage
Ex_04,2024-11-14 15:15:00,-0.14214285714285715,42.89285714285714,21.722857142857144,0.019999999999999997,3.9200000000000004
Ex_04,2024-11-14 15:30:00,0.05857142857142857,52.92857142857143,21.755714285714287,0.0,3.920000000000001
Ex_04,2024-11-14 15:45:00,-0.09769230769230769,45.11538461538461,21.773076923076925,0.007692307692307693,3.920000000000001
Ex_04,2024-11-14 16:00:00,-0.31076923076923085,34.46153846153846,21.63692307692308,0.0,3.920000000000001
Ex_04,2024-11-14 16:15:00,-0.3961538461538462,30.19230769230769,21.46769230769231,0.0,3.920000000000001
Ex_04,2024-11-14 16:30:00,-0.3723076923076923,31.384615384615387,21.327692307692306,0.0,3.920000000000001
Ex_04,2024-11-14 16:45:00,-0.135,43.25,21.294285714285714,0.0,3.920000000000001
Ex_04,2024-11-14 17:00:00,-0.3815384615384615,30.923076923076927,21.29769230769231,0.0,3.920000000000001
Ex_04,2024-11-14 17:15:00,-0.4942857142857143,25.285714285714285,21.209285714285716,0.0,3.920000000000001
Ex_04,2024-11-14 17:30:00,-0.495,25.25,21.16214285714286,0.011428571428571429,3.920000000000001
Ex_04,2024-11-14 17:45:00,-0.4183333333333334,29.083333333333332,21.192500000000003,0.006666666666666667,3.9200000000000004
Ex_04,2024-11-14 18:00:00,-0.5864285714285715,20.678571428571423,21.217857142857145,0.0,3.920000000000001
Ex_04,2024-11-14 18:15:00,-0.5315384615384615,23.423076923076923,21.229230769230767,0.0,3.920000000000001
Ex_04,2024-11-14 18:30:00,-0.47214285714285725,26.39285714285714,21.217142857142854,0.0,3.920000000000001
Ex_04,2024-11-14 18:45:00,-0.6835714285714286,15.82142857142857,21.17428571428572,0.0071428571428571435,3.920000000000001
Ex_04,2024-11-14 19:00:00,-0.5592857142857143,22.035714285714285,21.145714285714288,0.0,3.920000000000001
Ex_04,2024-11-14 19:15:00,-0.5791666666666667,21.041666666666664,21.115000000000006,0.0,3.920000000000001
Ex_04,2024-11-14 19:30:00,-0.5528571428571428,22.357142857142858,21.118571428571425,0.0,3.920000000000001
Ex_04,2024-11-14 19:45:00,-0.7015384615384614,14.923076923076927,21.091538461538455,0.0,3.920000000000001
Ex_04,2024-11-14 20:00:00,-0.7564285714285715,12.17857142857143,20.924285714285713,0.0,3.920000000000001
Ex_04,2024-11-14 20:15:00,-0.4533333333333333,27.333333333333336,20.830666666666673,0.0,3.920000000000001
Ex_04,2024-11-14 20:30:00,-0.7253846153846154,13.730769230769226,20.903846153846157,0.0,3.920000000000001
Ex_04,2024-11-14 20:45:00,-0.48357142857142854,25.821428571428573,21.024285714285718,0.0,3.920000000000001
Ex_04,2024-11-14 21:00:00,-0.6828571428571429,15.857142857142854,21.125,0.0,3.920000000000001
Ex_04,2024-11-14 21:15:00,-0.8923076923076922,5.384615384615387,21.13384615384615,0.0,3.920000000000001
Ex_04,2024-11-14 21:30:00,-0.9884615384615384,0.5769230769230802,21.037692307692307,0.0,3.920000000000001
Ex_04,2024-11-14 21:45:00,-0.9993333333333333,0.033333333333338544,20.93066666666667,0.0,3.920000000000001
Ex_04,2024-11-14 22:00:00,-0.9966666666666667,0.1666666666666643,20.81166666666667,0.0,3.9200000000000004
Ex_04,2024-11-14 22:15:00,-0.5121428571428572,24.39285714285714,20.932142857142857,0.0,3.920000000000001
Ex_04,2024-11-14 22:30:00,-0.5223076923076924,23.884615384615383,21.10153846153846,0.0,3.920000000000001
Ex_04,2024-11-14 22:45:00,-0.28785714285714287,35.607142857142854,21.257857142857144,0.0,3.920000000000001
Ex_04,2024-11-14 23:00:00,-0.36076923076923073,31.961538461538463,21.25769230769231,0.007692307692307693,3.920000000000001
Ex_04,2024-11-14 23:15:00,-0.42066666666666663,28.96666666666667,21.069999999999997,0.0,3.9200000000000004
Ex_04,2024-11-14 23:30:00,-0.4538461538461538,27.30769230769231,21.015384615384615,0.007692307692307693,3.920000000000001
Ex_04,2024-11-14 23:45:00,-0.5569230769230769,22.153846153846157,21.043076923076924,0.0,3.920000000000001
Ex_04,2024-11-15 00:00:00,-0.3053846153846154,34.730769230769226,21.03538461538462,0.0,3.920000000000001
Ex_04,2024-11-15 00:15:00,-0.6692857142857144,16.535714285714285,20.99857142857143,0.0,3.920000000000001
Ex_04,2024-11-15 00:30:00,-0.4338461538461539,28.307692307692307,20.930000000000003,0.0,3.920000000000001
Ex_04,2024-11-15 00:45:00,-0.45230769230769236,27.384615384615383,20.89692307692308,0.0,3.920000000000001
Ex_04,2024-11-15 01:00:00,-0.11285714285714286,44.357142857142854,20.92642857142857,0.0,3.915714285714285
Ex_04,2024-11-15 01:15:00,-0.5914285714285715,20.428571428571423,20.905714285714286,0.0,3.920000000000001
Ex_04,2024-11-15 01:30:00,-0.4007142857142857,29.964285714285715,21.024999999999995,0.0,3.920000000000001
Ex_04,2024-11-15 01:45:00,-0.9542857142857144,2.2857142857142776,21.159285714285716,0.0,3.920000000000001
Ex_04,2024-11-15 02:00:00,-0.9961538461538461,0.1923076923077005,21.26153846153846,1.2507692307692306,3.915384615384615
Ex_04,2024-11-15 02:15:00,-0.9961538461538461,0.1923076923077005,21.356153846153845,3.9592307692307696,3.920000000000001
Ex_04,2024-11-15 02:30:00,-1.0,0.0,21.376428571428566,3.9471428571428566,3.920000000000001
Ex_04,2024-11-15 02:45:00,-1.0,0.0,21.28461538461538,3.9661538461538464,3.920000000000001
Ex_04,2024-11-15 03:00:00,-1.0,0.0,21.184615384615384,3.9723076923076914,3.920000000000001
Ex_04,2024-11-15 03:15:00,-1.0,0.0,21.072142857142858,3.962857142857142,3.9188888888888886
Ex_04,2024-11-15 03:30:00,-1.0,0.0,21.041428571428575,3.9457142857142857,3.9164285714285723
Ex_04,2024-11-15 03:45:00,-1.0,0.0,21.020000000000003,3.9585714285714286,3.9157142857142864
Ex_04,2024-11-15 04:00:00,-1.0,0.0,21.02769230769231,4.009230769230769,3.9130769230769236
Ex_04,2024-11-15 04:15:00,-0.9961538461538461,0.1923076923077005,21.03538461538462,3.9661538461538464,3.915384615384615
Ex_04,2024-11-15 04:30:00,-0.9876923076923076,0.6153846153846203,21.043076923076924,3.966153846153845,3.920000000000001
Ex_04,2024-11-15 04:45:00,-1.0,0.0,20.995384615384612,3.942307692307693,3.914615384615385
Ex_04,2024-11-15 05:00:00,-1.0,0.0,20.945,3.9492857142857134,3.9171428571428577
Ex_04,2024-11-15 05:15:00,-1.0,0.0,20.956153846153843,3.953076923076922,3.918461538461538
Ex_04,2024-11-15 05:30:00,-1.0,0.0,20.939285714285713,4.012142857142857,3.913571428571429
Ex_04,2024-11-15 05:45:00,-1.0,0.0,20.949999999999996,3.9821428571428568,3.909999999999999
Ex_04,2024-11-15 06:00:00,-0.9553846153846154,2.2307692307692335,20.942307692307693,3.96076923076923,3.909999999999999
Ex_04,2024-11-15 06:15:00,-0.8307692307692308,8.46153846153846,20.958461538461542,3.996923076923077,3.9123076923076923
Ex_04,2024-11-15 06:30:00,-1.0,0.0,20.970000000000002,3.996923076923077,3.9123076923076914
Ex_04,2024-11-15 06:45:00,-1.0,0.0,20.962307692307693,3.93,3.909999999999999
Ex_04,2024-11-15 07:00:00,-1.0,0.0,21.014285714285712,3.9800000000000004,3.909999999999999
Ex_04,2024-11-15 07:15:00,-1.0,0.0,21.025714285714287,3.9692857142857143,3.9099999999999993
Ex_04,2024-11-15 07:30:00,-1.0,0.0,21.039999999999996,3.93,3.9099999999999993
Ex_04,2024-11-15 07:45:00,-0.8692307692307693,6.53846153846154,21.01461538461538,3.9692307692307702,3.909999999999999
Ex_04,2024-11-15 08:00:00,-0.8861538461538461,5.692307692307693,20.968461538461536,3.933076923076923,3.909999999999999
Ex_04,2024-11-15 08:15:00,-1.0,0.0,20.97785714285714,4.008571428571427,3.909999999999999
Ex_04,2024-11-15 08:30:00,-1.0,0.0,21.014999999999993,3.9678571428571425,3.909999999999999
Ex_04,2024-11-15 08:45:00,-1.0,0.0,21.048571428571424,4.002142857142856,3.909999999999999
Ex_04,2024-11-15 09:00:00,-1.0,0.0,21.130714285714284,3.9450000000000007,3.909999999999999
Ex_04,2024-11-15 09:15:00,-1.0,0.0,21.14428571428571,3.912857142857143,3.909999999999999
Ex_04,2024-11-15 09:30:00,-1.0,0.0,21.11923076923077,3.9438461538461533,3.909999999999999
Ex_04,2024-11-15 09:45:00,-1.0,0.0,21.05384615384616,4.0261538461538455,3.909999999999999
Ex_04,2024-11-15 10:00:00,-1.0,0.0,20.99466666666666,3.965333333333333,3.9099999999999984
Ex_04,2024-11-15 10:15:00,-1.0,0.0,21.096923076923076,3.98,3.909999999999999
Ex_04,2024-11-15 10:30:00,-1.0,0.0,21.28307692307692,3.9984615384615383,3.909999999999999
Ex_04,2024-11-15 10:45:00,-1.0,0.0,21.23357142857143,3.969285714285715,3.909999999999999
Ex_04,2024-11-15 11:00:00,-1.0,0.0,21.072499999999998,3.9416666666666678,3.909999999999999
Ex_04,2024-11-15 11:15:00,-0.9207142857142857,3.9642857142857153,21.035,3.952142857142857,3.909999999999999
Ex_04,2024-11-15 11:30:00,-1.0,0.0,21.22923076923077,3.993846153846154,3.91
Ex_04,2024-11-15 11:45:00,-1.0,0.0,21.294615384615383,4.026923076923076,3.909999999999999
Ex_04,2024-11-15 12:00:00,-1.0,0.0,21.213571428571434,4.0,3.909999999999999
Ex_04,2024-11-15 12:15:00,-1.0,0.0,21.11,4.008333333333333,3.909999999999999
Ex_04,2024-11-15 12:30:00,-1.0,0.0,21.06,3.98,3.909999999999999
Ex_04,2024-11-15 12:45:00,-1.0,0.0,21.11833333333333,3.5258333333333334,3.909999999999999
Ex_04,2024-11-15 13:00:00,-1.0,0.0,21.228666666666673,3.066666666666666,3.9099999999999984
Ex_04,2024-11-15 13:15:00,-1.0,0.0,21.348461538461542,3.128461538461538,3.909999999999999
Ex_04,2024-11-15 13:30:00,-1.0,0.0,21.45,2.974285714285714,3.909999999999999
Ex_04,2024-11-15 13:45:00,-0.9992307692307693,0.0384615384615401,21.555384615384614,3.015384615384615,3.909999999999999
Ex_04,2024-11-15 14:00:00,-1.0,0.0,21.635,1.917142857142857,3.909999999999999
